# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
-6 2 0 e5dfd3
-5 2 0 cec8b8
-4 2 0 c1bbab
-3 2 0 aaa494
-2 2 0 484850
-1 2 0 484850
-11 3 0 595a5f
-10 3 0 595a5f
-9 3 0 484850
-8 3 0 595a5f
-7 3 0 484850
-6 3 0 484850
-5 3 0 cec8b8
-4 3 0 cec8b8
-3 3 0 aaa494
-2 3 0 aaa494
-1 3 0 595a5f
-9 4 0 595a5f
-8 4 0 87868c
-7 4 0 595a5f
-6 4 0 595a5f
-5 4 0 e5dfd3
-4 4 0 e5dfd3
-3 4 0 c1bbab
-2 4 0 aaa494
-1 4 0 aaa494
-7 5 0 595a5f
-6 5 0 595a5f
-5 5 0 595a5f
-4 5 0 e5dfd3
-3 5 0 e5dfd3
-2 5 0 c1bbab
-1 5 0 e5dfd3
0 0 0 33333b
1 0 0 2c2c34
2 0 0 65666b
3 0 0 393a3f
4 0 0 393a3f
5 0 0 2c2c34
6 0 0 212227
7 0 0 212227
0 1 0 393a3f
1 1 0 2c2c34
2 1 0 484850
3 1 0 484850
4 1 0 393a3f
5 1 0 393a3f
6 1 0 2c2c34
7 1 0 282830
0 2 0 484850
1 2 0 484850
2 2 0 484850
3 2 0 484850
4 2 0 484850
5 2 0 393a3f
6 2 0 282830
0 3 0 595a5f
1 3 0 595a5f
2 3 0 595a5f
3 3 0 595a5f
4 3 0 595a5f
5 3 0 484850
6 3 0 2c2c34
0 4 0 595a5f
1 4 0 595a5f
2 4 0 65666b
3 4 0 65666b
4 4 0 595a5f
5 4 0 595a5f
0 5 0 87868c
1 5 0 87868c
2 5 0 65666b
